rule_id,scanner,category,source_file,table_name,index,severity_hint
ST-AU-003,ST,AU,scan_skill_threats.py,AUTHORITY_FRAMING_PATTERNS,2,
ST-AU-004,ST,AU,scan_skill_threats.py,AUTHORITY_FRAMING_PATTERNS,3,
ST-ST-006,ST,ST,scan_skill_threats.py,SAFETY_THEATER_PATTERNS,0,
ST-ST-007,ST,ST,scan_skill_threats.py,SAFETY_THEATER_PATTERNS,1,
ST-ST-008,ST,ST,scan_skill_threats.py,SAFETY_THEATER_PATTERNS,2,
ST-TE-001,ST,TE,scan_skill_threats.py,TRUST_ESCALATION_PATTERNS,0,
ST-TE-002,ST,TE,scan_skill_threats.py,TRUST_ESCALATION_PATTERNS,1,
ST-UC-001,ST,UC,scan_skill_threats.py,UPDATE_CHANNEL_PATTERNS,0,
ST-UC-002,ST,UC,scan_skill_threats.py,UPDATE_CHANNEL_PATTERNS,1,
ST-UC-003,ST,UC,scan_skill_threats.py,UPDATE_CHANNEL_PATTERNS,2,
ST-UC-004,ST,UC,scan_skill_threats.py,UPDATE_CHANNEL_PATTERNS,3,
ST-UC-005,ST,UC,scan_skill_threats.py,UPDATE_CHANNEL_PATTERNS,4,
